17889,State,PopulationLatitude,,Longitude
Gerald,Missouri,1313,38.3992,-91.3305
Geraldine,Alabama,898,34.3577,-86.0037
Geraldine,Montana,249,47.6022,-110.266
Gering,Nebraska,8128,41.8275,-103.665
German Valley,Illinois,425,42.2143,-89.4845
Germantown,Illinois,1274,38.5552,-89.5412
Germantown,Kentucky,149,38.6559,-83.9643
Germantown,Ohio,5519,39.6324,-84.3645
Germantown,Tennessee,39225,35.0829,-89.7825
Germantown,Wisconsin,20116,43.2343,-88.1217
Germantown Hills,Illinois,3423,40.7712,-89.467
Geronimo,Oklahoma,1215,34.4852,-98.3893
Gerster,Missouri,24,37.9548,-93.5769
Gerty,Oklahoma,112,34.8357,-96.289
Gervais,Oregon,2762,45.1078,-122.896
Gettysburg,Ohio,752,40.1157,-84.4966
Gettysburg,South Dakota,1081,45.006,-99.9539
Geuda Springs,Kansas,176,37.1116,-97.1504
Ghent,Kentucky,305,38.734,-85.0612
Ghent,Minnesota,366,44.5116,-95.8926
Gholson,Texas,1118,31.7123,-97.2359
Gibbon,Minnesota,755,44.5333,-94.5242
Gibbon,Nebraska,1869,40.7461,-98.8458
Gibbs,Missouri,102,40.0988,-92.4165
Gibraltar,Michigan,4519,42.096,-83.2029
Gibsland,Louisiana,878,32.5395,-93.0541
Gibson,Georgia,631,33.2334,-82.596
Gibson,Iowa,60,41.4803,-92.3922
Gibson,North Carolina,500,34.7595,-79.6069
Gibson,Tennessee,386,35.8743,-88.8439
Gibson City,Illinois,3233,40.4665,-88.3788
Gibsonburg,Ohio,2496,41.3875,-83.3216
Gibsonville,North Carolina,7339,36.0991,-79.5417
Giddings,Texas,5099,30.1833,-96.9279
Gideon,Missouri,972,36.4489,-89.9128
Gifford,Illinois,1048,40.3079,-88.0214
Gifford,South Carolina,263,32.86,-81.2385
Gig Harbor,Washington,10717,47.3353,-122.596
Gila Bend,Arizona,2100,32.9662,-112.716
Gilbert,Arizona,254114,33.3101,-111.746
Gilbert,Arkansas,26,35.9905,-92.7166
Gilbert,Iowa,1147,42.1062,-93.6461
Gilbert,Louisiana,553,32.0507,-91.6567
Gilbert,Minnesota,1780,47.4913,-92.4612
Gilbert,South Carolina,643,33.9245,-81.3928
Gilbert,West Virginia,387,37.6142,-81.8689
Gilbertown,Alabama,193,31.8758,-88.3195
Gilberts,Illinois,8076,42.1096,-88.3716
Gilbertsville,New York,373,42.4694,-75.3226
Gilbertville,Iowa,728,42.4182,-92.214
Gilboa,Ohio,180,41.0186,-83.9214
Gilby,North Dakota,232,48.0834,-97.468
Gilcrest,Colorado,1106,40.2842,-104.782
Gilead,Nebraska,38,40.1461,-97.4151
Gillespie,Illinois,3088,39.1258,-89.8173
Gillett,Arkansas,680,34.1193,-91.3789
Gillett,Wisconsin,1295,44.8897,-88.3063
Gillett Grove,Iowa,47,43.0166,-95.0365
Gillette,Wyoming,32030,44.2752,-105.498
Gillham,Arkansas,157,34.1686,-94.3145
Gilliam,Louisiana,152,32.829,-93.8433
Gilliam,Missouri,190,39.2327,-93.0041
Gillsville,Georgia,240,34.3095,-83.6381
Gilman,Illinois,1652,40.7627,-87.9973
Gilman,Iowa,484,41.8788,-92.7881
Gilman,Minnesota,219,45.7353,-93.9483
Gilman,Wisconsin,1004,45.1662,-90.8072
Gilman City,Missouri,357,40.1311,-93.8739
Gilmanton,Wisconsin,418,44.4738,-91.6785
Gilmer,Texas,5143,32.7317,-94.946
Gilmore,Arkansas,246,35.4131,-90.2973
Gilmore City,Iowa,469,42.7269,-94.4369
Gilroy,California,59032,37.0047,-121.585
Gilt Edge,Tennessee,455,35.5336,-89.8303
Giltner,Nebraska,367,40.775,-98.1537
Ginger Blue,Missouri,54,36.5899,-94.4596
Girard,Georgia,148,33.04,-81.7122
Girard,Illinois,2000,39.4466,-89.7821
Girard,Kansas,2671,37.5094,-94.8456
Girard,Ohio,9227,41.1666,-80.6963
Gladbrook,Iowa,858,42.1862,-92.7151
Glade,Kansas,90,39.6837,-99.3116
Glade Spring,Virginia,1406,36.7899,-81.7726
Gladewater,Texas,6341,32.5426,-94.9465
Gladstone,Illinois,264,40.8643,-90.9566
Gladstone,Michigan,4698,45.8522,-87.0356
Gladstone,Missouri,27489,39.2133,-94.5593
Gladstone,North Dakota,348,46.8595,-102.57
Gladstone,Oregon,12324,45.3864,-122.593
Gladwin,Michigan,2893,43.9837,-84.4876
Glandorf,Ohio,1025,41.0279,-84.0791
Glasco,Kansas,455,39.3609,-97.8371
Glasford,Illinois,957,40.5728,-89.8131
Glasgow,Illinois,132,39.5487,-90.48
Glasgow,Kentucky,14485,37.0047,-85.9263
Glasgow,Missouri,1084,39.2279,-92.8394
Glasgow,Montana,3322,48.199,-106.632
Glasgow,Virginia,1103,37.6348,-79.4514
Glasgow,West Virginia,833,38.2109,-81.4218
Gleason,Tennessee,1376,36.2174,-88.6107
Glen,Mississippi,414,34.8585,-88.4199
Glen Allen,Alabama,480,33.8922,-87.7328
Glen Allen,Missouri,82,37.3171,-90.0282
Glen Alpine,North Carolina,1483,35.7307,-81.7826
Glen Carbon,Illinois,12850,38.758,-89.983
Glen Cove,New York,27166,40.8709,-73.6287
Glen Dale,West Virginia,1371,39.9466,-80.7564
Glen Echo,Maryland,270,38.968,-77.141
Glen Echo Park,Missouri,170,38.7009,-90.2965
Glen Elder,Kansas,423,39.5002,-98.3067
Glen Ellyn,Illinois,27714,41.8667,-88.0629
Glen Flora,Wisconsin,86,45.497,-90.8935
Glen Haven,Wisconsin,407,42.8313,-91.0633
Glen Lyn,Virginia,97,37.3727,-80.858
Glen Park,New York,471,44.0016,-75.9548
Glen Ridge,Florida,243,26.6715,-80.0753
Glen Rose,Texas,2699,32.2462,-97.7441
Glen St. Mary,Florida,460,30.2752,-82.1604
Glen Ullin,North Dakota,717,46.812,-101.833
Glenaire,Missouri,577,39.2198,-94.4515
Glenarden,Maryland,6143,38.9293,-76.8577
Glenbeulah,Wisconsin,464,43.7982,-88.0465
Glenburn,North Dakota,430,48.5136,-101.221
Glencoe,Alabama,5071,33.9449,-85.9319
Glencoe,Illinois,8826,42.1347,-87.7641
Glencoe,Kentucky,366,38.7252,-84.8238
Glencoe,Minnesota,5544,44.7699,-94.1512
Glencoe,Oklahoma,607,36.2313,-96.9302
Glendale,Arizona,252381,33.5791,-112.231
Glendale,California,199303,34.1818,-118.247
Glendale,Colorado,5141,39.7036,-104.935
Glendale,Missouri,5866,38.5935,-90.3825
Glendale,Ohio,2181,39.2707,-84.4586
Glendale,Oregon,897,42.7381,-123.429
Glendale,Utah,407,37.3342,-112.603
Glendale,Wisconsin,12768,43.1288,-87.9277
Glendale Heights,Illinois,33617,41.9196,-88.0785
Glendive,Montana,4910,47.1102,-104.707
Glendo,Wyoming,201,42.5048,-105.025
Glendora,California,51544,34.1449,-117.847
Glendora,Mississippi,132,33.8276,-90.2927
Glenfield,North Dakota,94,47.4551,-98.5663
Glenford,Ohio,169,39.8863,-82.3202
Glenham,South Dakota,105,45.533,-100.271
Glenmont,Ohio,297,40.519,-82.0926
Glenmora,Louisiana,1312,30.9733,-92.5824
Glenn Heights,Texas,13377,32.5506,-96.8548
Glenns Ferry,Idaho,1303,42.9503,-115.307
Glennville,Georgia,5020,31.9382,-81.9305
Glenpool,Oklahoma,13936,35.9485,-96.0052
Glenrock,Wyoming,2575,42.8565,-105.862
Glens Falls,New York,14262,43.3109,-73.6459
Glenview,Illinois,47308,42.0825,-87.8216
Glenview,Kentucky,543,38.302,-85.6519
Glenview Hills,Kentucky,330,38.2951,-85.6382
Glenview Manor,Kentucky,196,38.2907,-85.6333
Glenvil,Nebraska,292,40.5027,-98.2545
Glenville,Minnesota,622,43.5738,-93.2817
Glenville,West Virginia,1434,38.9379,-80.8339
Glenwillow,Ohio,919,41.3606,-81.4728
Glenwood,Alabama,183,31.6675,-86.173
Glenwood,Arkansas,2128,34.3279,-93.5309
Glenwood,Georgia,651,32.1805,-82.6709
Glenwood,Illinois,8715,41.5409,-87.6116
Glenwood,Indiana,236,39.6256,-85.3025
Glenwood,Iowa,5389,41.0446,-95.7408
Glenwood,Minnesota,2611,45.6517,-95.3643
Glenwood,Missouri,206,40.5243,-92.5765
Glenwood,Utah,476,38.7625,-111.988
Glenwood City,Wisconsin,1201,45.057,-92.1714
Glenwood Springs,Colorado,9930,39.5455,-107.335
Glidden,Iowa,1106,42.0576,-94.7267
Globe,Arizona,7347,33.3869,-110.751
Gloria Glens Park,Ohio,445,41.0577,-81.901
Gloster,Mississippi,869,31.1951,-91.0176
Gloucester,Massachusetts,30430,42.626,-70.6897
Gloucester City,New Jersey,11219,39.8924,-75.1172
Glouster,Ohio,1780,39.5023,-82.0842
Gloversville,New York,14747,43.0491,-74.3465
Glyndon,Minnesota,1373,46.8709,-96.5784
Gnadenhutten,Ohio,1258,40.3594,-81.4293
Gobles,Michigan,798,42.3617,-85.8774
Goddard,Kansas,4796,37.6658,-97.5621
Godfrey,Illinois,17400,38.9577,-90.2156
Godley,Illinois,756,41.2385,-88.2452
Godley,Texas,1373,32.4513,-97.5322
Godwin,North Carolina,143,35.2134,-78.6771
Goehner,Nebraska,158,40.8327,-97.2196
Goessel,Kansas,501,38.2473,-97.3456
Goff,Kansas,118,39.6643,-95.9319
Golconda,Illinois,631,37.3622,-88.4872
Gold Bar,Washington,2352,47.8563,-121.692
Gold Beach,Oregon,2304,42.3974,-124.417
Gold Hill,Oregon,1296,42.4358,-123.053
Golden,Colorado,20767,39.7406,-105.212
Golden,Illinois,617,40.1104,-91.0193
Golden,Mississippi,188,34.4866,-88.1863
Golden Beach,Florida,933,25.966,-80.121
Golden City,Missouri,719,37.3931,-94.0943
Golden Gate,Illinois,65,38.3588,-88.2045
Golden Meadow,Louisiana,1960,29.3876,-90.2739
Golden Valley,Minnesota,21886,44.9901,-93.3591
Golden Valley,North Dakota,163,47.2901,-102.065
Goldendale,Washington,3505,45.8191,-120.823
Goldfield,Iowa,593,42.7356,-93.9181
Goldonna,Louisiana,423,32.0193,-92.9162
Goldsboro,Maryland,230,39.0317,-75.7821
Goldsboro,North Carolina,34186,35.3778,-77.972
Goldsby,Oklahoma,2454,35.1304,-97.4779
Goldsmith,Texas,294,31.9833,-102.616
Goldston,North Carolina,301,35.5929,-79.3286
Goldthwaite,Texas,1833,31.4513,-98.5736
Goldville,Alabama,54,33.0841,-85.7831
Goleta,California,30911,34.436,-119.86
Golf,Florida,269,26.5043,-80.1092
Golf,Illinois,493,42.0586,-87.785
Golf Manor,Ohio,3575,39.1878,-84.4469
Goliad,Texas,2004,28.6708,-97.3916
Golinda,Texas,589,31.3711,-97.0763
Goltry,Oklahoma,253,36.5319,-98.1514
Golva,North Dakota,68,46.7347,-103.983
Gonvick,Minnesota,279,47.7391,-95.5125
Gonzales,California,8306,36.506,-121.443
Gonzales,Louisiana,10957,30.2132,-90.9234
Gonzales,Texas,7533,29.5126,-97.4472
Good Hope,Alabama,2362,34.1098,-86.8651
Good Hope,Georgia,300,33.785,-83.6094
Good Hope,Illinois,364,40.5574,-90.6752
Good Thunder,Minnesota,565,44.0067,-94.0703
Goodell,Iowa,128,42.9237,-93.614
Goodfield,Illinois,986,40.6252,-89.2694
Goodhue,Minnesota,1177,44.4007,-92.6255
Gooding,Idaho,3446,42.9373,-114.713
Goodland,Indiana,990,40.7637,-87.2952
Goodland,Kansas,4406,39.3489,-101.714
Goodlettsville,Tennessee,16798,36.3327,-86.7029
Goodlow,Texas,198,32.1091,-96.2152
Goodman,Mississippi,1164,32.9677,-89.9128
Goodman,Missouri,1249,36.7388,-94.4091
Goodman,Wisconsin,606,45.6231,-88.3518
Goodnight,Missouri,18,37.4516,-93.2311
Goodrich,Michigan,1884,42.9147,-83.5092
Goodrich,North Dakota,91,47.476,-100.125
Goodrich,Texas,323,30.6093,-94.9467
Goodridge,Minnesota,129,48.1442,-95.8039
Goodview,Minnesota,4109,44.0693,-91.7167
Goodwater,Alabama,1315,33.0608,-86.0516
Goodwell,Oklahoma,1270,36.5943,-101.633
Goodwin,South Dakota,148,44.8775,-96.8497
Goodyear,Arizona,86840,33.2613,-112.362
Goose Creek,Kentucky,303,38.2934,-85.5906
Goose Creek,South Carolina,43665,32.9925,-80.0054
Goose Lake,Iowa,220,41.9678,-90.3816
Gordo,Alabama,1614,33.322,-87.904
Gordon,Alabama,325,31.1436,-85.0925
Gordon,Georgia,1857,32.8866,-83.3349
Gordon,Nebraska,1521,42.8063,-102.204
Gordon,Ohio,208,39.9303,-84.5091
Gordon,Texas,486,32.5455,-98.3672
Gordon,Wisconsin,653,46.2409,-91.7995
Gordonsville,Tennessee,1245,36.1817,-85.9324
Gordonsville,Virginia,1624,38.136,-78.1879
Gordonville,Alabama,278,32.1489,-86.6994
Gordonville,Missouri,371,37.3111,-89.6739
Gore,Oklahoma,951,35.5417,-95.1129
Goree,Texas,203,33.468,-99.5236
Goreville,Illinois,1060,37.5611,-88.9557
Gorham,Illinois,219,37.7151,-89.4831
Gorham,Kansas,337,38.8806,-99.0237
Gorman,Texas,1035,32.2136,-98.6721
Goshen,Alabama,255,31.7182,-86.1242
Goshen,Arkansas,1941,36.1043,-94.0035
Goshen,Indiana,34217,41.5743,-85.8308
Goshen,Kentucky,1010,38.4027,-85.5825
Goshen,Utah,915,39.951,-111.901
Goshen,Virginia,368,37.9901,-79.5067
Gosnell,Arkansas,3116,35.9645,-89.9721
Gosport,Indiana,797,39.3507,-86.6665
Gotebo,Oklahoma,209,35.0711,-98.8744
Gothenburg,Nebraska,3448,40.9241,-100.154
Gould,Arkansas,724,33.9872,-91.564
Gould,Oklahoma,129,34.6693,-99.7736
Govan,South Carolina,56,33.2228,-81.1749
Gove City,Kansas,70,38.9595,-100.487
Gowanda,New York,2547,42.4612,-78.9339
Gower,Missouri,1454,39.6129,-94.5947
Gowrie,Iowa,953,42.2778,-94.2897
Grabill,Indiana,1152,41.2098,-84.9681
Grace,Idaho,935,42.5757,-111.731
Grace City,North Dakota,58,47.5513,-98.8039
Gracemont,Oklahoma,306,35.1878,-98.257
Graceville,Florida,2125,30.9609,-85.5123
Graceville,Minnesota,560,45.5686,-96.4372
Grady,Arkansas,391,34.079,-91.6981
Grady,New Mexico,103,34.8218,-103.316
Graettinger,Iowa,795,43.2371,-94.7504
Graf,Iowa,81,42.4939,-90.8735
Graford,Texas,627,32.9374,-98.2476
Grafton,Illinois,640,38.9764,-90.4257
Grafton,Iowa,244,43.3306,-93.0687
Grafton,Nebraska,118,40.6298,-97.7147
Grafton,North Dakota,4157,48.4142,-97.4055
Grafton,Ohio,5707,41.2808,-82.0367
Grafton,West Virginia,4982,39.3409,-80.0161
Grafton,Wisconsin,11715,43.3204,-87.948
Graham,Georgia,290,31.8292,-82.503
Graham,Missouri,155,40.2013,-95.0404
Graham,North Carolina,15646,36.0596,-79.3892
Graham,Texas,8622,33.1017,-98.5778
Grain Valley,Missouri,14526,39.0168,-94.2085
Grainfield,Kansas,244,39.1143,-100.468
Grainola,Oklahoma,31,36.9379,-96.6488
Grambling,Louisiana,5150,32.5276,-92.7124
Gramercy,Louisiana,3281,30.061,-90.6928
Granada,Colorado,503,38.063,-102.311
Granada,Minnesota,285,43.6933,-94.3495
Granbury,Texas,10730,32.4484,-97.7685
Granby,Colorado,2139,40.0648,-105.919
Granby,Missouri,2085,36.9181,-94.2607
Grand Beach,Michigan,281,41.774,-86.7887
Grand Blanc,Michigan,7870,42.9258,-83.6181
Grand Cane,Louisiana,240,32.0836,-93.8088
Grand Coteau,Louisiana,905,30.4202,-92.0438
Grand Coulee,Washington,1048,47.9392,-119.003
Grand Falls Plaza,Missouri,112,37.0355,-94.5379
Grand Forks,North Dakota,55839,47.9218,-97.0886
Grand Haven,Michigan,11047,43.0553,-86.2201
Grand Island,Nebraska,51267,40.9214,-98.3584
Grand Isle,Louisiana,1438,29.2134,-90.0306
Grand Junction,Colorado,63597,39.0876,-108.567
Grand Junction,Iowa,773,42.033,-94.237
Grand Junction,Tennessee,271,35.05,-89.1889
Grand Lake,Colorado,506,40.2503,-105.823
Grand Lake Towne,Oklahoma,70,36.5048,-95.0256
Grand Ledge,Michigan,7896,42.7534,-84.7448
Grand Marais,Minnesota,1357,47.7586,-90.3443
Grand Meadow,Minnesota,1192,43.7062,-92.5702
Grand Mound,Iowa,593,41.8232,-90.6502
Grand Pass,Missouri,64,39.205,-93.4427
Grand Prairie,Texas,194543,32.6872,-97.0209
Grand Rapids,Michigan,201013,42.962,-85.6562
Grand Rapids,Minnesota,11214,47.238,-93.5327
Grand Rapids,Ohio,1004,41.4078,-83.868
Grand Ridge,Florida,872,30.7083,-85.0207
Grand Ridge,Illinois,525,41.2361,-88.831
Grand River,Iowa,215,40.819,-93.9634
Grand River,Ohio,402,41.7418,-81.2846
Grand Rivers,Kentucky,367,37.005,-88.233
Grand Saline,Texas,3173,32.6776,-95.7114
Grand Terrace,California,12584,34.0312,-117.313
Grand Tower,Illinois,564,37.6343,-89.5013
Grand View,Idaho,469,42.984,-116.092
Grand View-on-Hudson,New York,297,41.0627,-73.9208
Grandfalls,Texas,403,31.3405,-102.855
Grandfather,North Carolina,24,36.0987,-81.8482
Grandfield,Oklahoma,933,34.2305,-98.6873
Grandin,Missouri,229,36.8308,-90.8221
Grandin,North Dakota,169,47.2367,-97.0033
Grandview,Illinois,1383,39.8175,-89.6181
Grandview,Indiana,719,37.9369,-86.9842
Grandview,Iowa,526,41.2772,-91.1875
Grandview,Missouri,24856,38.8802,-94.5227
Grandview,Texas,1798,32.2685,-97.1775
Grandview,Washington,11078,46.2444,-119.909
Grandview Heights,Ohio,8333,39.9793,-83.0408
Grandview Plaza,Kansas,1528,39.0327,-96.793
Grandville,Michigan,15858,42.9003,-85.7564
Granger,Iowa,1508,41.7616,-93.8234
Granger,Missouri,34,40.467,-91.9736
Granger,Texas,1505,30.718,-97.4411
Granger,Washington,3830,46.3455,-120.193
Granger,Wyoming,128,41.597,-109.963
Grangeville,Idaho,3237,45.926,-116.123
Granite,Oklahoma,1957,34.9561,-99.3703
Granite,Oregon,36,44.81,-118.419
Granite City,Illinois,28158,38.7292,-90.1266
Granite Falls,Minnesota,2698,44.8107,-95.5375
Granite Falls,North Carolina,4659,35.7966,-81.4233
Granite Falls,Washington,4234,48.0874,-121.971
Granite Quarry,North Carolina,3012,35.6126,-80.4484
Granite Shoals,Texas,5087,30.5897,-98.3715
Granjeno,Texas,315,26.1377,-98.3026
Grannis,Arkansas,574,34.2398,-94.322
Grano,North Dakota,6,48.6153,-101.589
Grant,Alabama,916,34.5189,-86.2492
Grant,Iowa,83,41.1427,-94.985
Grant,Michigan,884,43.3348,-85.8094
Grant,Minnesota,4116,45.0825,-92.909
Grant,Nebraska,1115,40.8445,-101.726
Grant City,Missouri,791,40.4858,-94.4135
Grant Park,Illinois,1249,41.2429,-87.6353
Grant Town,West Virginia,594,39.559,-80.1772
Grantfork,Illinois,343,38.8289,-89.6665
Granton,Wisconsin,344,44.5887,-90.4615
Grants,New Mexico,8942,35.1538,-107.834
Grants Pass,Oregon,38170,42.4333,-123.332
Grantsboro,North Carolina,652,35.1448,-76.8447
Grantsburg,Wisconsin,1281,45.7813,-92.6836
Grantsville,Maryland,865,39.6969,-79.1528
Grantsville,Utah,12064,40.6148,-112.478
Grantsville,West Virginia,513,38.9204,-81.0934
Grant-Valkaria,Florida,4286,27.9322,-80.5655
Grantville,Georgia,3296,33.2371,-84.8293
Grantwood Village,Missouri,856,38.5509,-90.3532
Granville,Illinois,1308,41.2637,-89.23
Granville,Iowa,304,42.9855,-95.875
Granville,North Dakota,253,48.2663,-100.845
Granville,Ohio,5916,40.0648,-82.5023
Granville,West Virginia,3140,39.6471,-79.9974
Grapeland,Texas,1443,31.4948,-95.4765
Grapevine,Texas,55281,32.9343,-97.0744
Grass Lake,Michigan,1145,42.2511,-84.2075
Grass Range,Montana,105,47.0259,-108.803
Grass Valley,California,12817,39.2237,-121.052
Grass Valley,Oregon,165,45.3591,-120.784
Grasston,Minnesota,153,45.7957,-93.1524
Gratiot,Ohio,220,39.9515,-82.2167
Gratiot,Wisconsin,560,42.5799,-90.0238
Gratis,Ohio,843,39.6484,-84.5286
Gratz,Kentucky,77,38.4718,-84.947
Gravette,Arkansas,3516,36.4291,-94.3714
Gravity,Iowa,181,40.7601,-94.7435
Gravois Mills,Missouri,148,38.3049,-92.8244
Gray,Georgia,3274,33.002,-83.5373
Gray,Iowa,57,41.8418,-94.9859
Gray Court,South Carolina,821,34.6078,-82.1144
Grayling,Michigan,1851,44.6566,-84.7091
Graymoor-Devondale,Kentucky,2948,38.2733,-85.6177
Grays Prairie,Texas,372,32.4734,-96.3502
Grayslake,Illinois,20725,42.3402,-88.0338
Grayson,Georgia,4452,33.89,-83.9574
Grayson,Kentucky,3894,38.3317,-82.9371
Grayson,Louisiana,513,32.0492,-92.1116
Grayson,Oklahoma,156,35.5053,-95.8718
Graysville,Alabama,2092,33.6583,-86.9674
Graysville,Ohio,72,39.6633,-81.1746
Graysville,Tennessee,1580,35.4493,-85.0763
Grayville,Illinois,1565,38.2554,-87.997
Great Bend,Kansas,14974,38.3593,-98.8016
Great Bend,North Dakota,56,46.1546,-96.801
Great Falls,Montana,58434,47.5022,-111.299
Great Falls,South Carolina,1877,34.5753,-80.9048
Great Neck,New York,10209,40.8028,-73.7332
Great Neck Estates,New York,2879,40.7857,-73.7396
Great Neck Plaza,New York,7027,40.7869,-73.7261
Greeley,Colorado,108649,40.4151,-104.771
Greeley,Iowa,242,42.5851,-91.3416
Greeley,Kansas,296,38.3676,-95.1271
Greeley Center,Nebraska,428,41.5484,-98.5305
Greeleyville,South Carolina,380,33.5801,-79.9901
Green,Kansas,121,39.43,-96.9998
Green,Ohio,25752,40.9483,-81.4757
Green Bay,Wisconsin,104578,44.515,-87.9896
Green Camp,Ohio,355,40.5321,-83.2076
Green City,Missouri,589,40.2639,-92.9563
Green Cove Springs,Florida,8577,29.9904,-81.6807
Green Forest,Arkansas,2749,36.3344,-93.4286
Green Island,New York,2622,42.7474,-73.6925
Green Isle,Minnesota,558,44.6804,-94.0052
Green Lake,Wisconsin,1171,43.8441,-88.956
Green Level,North Carolina,2326,36.1233,-79.3461
Green Mountain Falls,Colorado,722,38.9345,-105.023
Green Oaks,Illinois,3897,42.2954,-87.9116
Green Park,Missouri,2618,38.5243,-90.3366
Green Ridge,Missouri,495,38.6212,-93.4101
Green River,Utah,935,38.9935,-110.172
Green River,Wyoming,11759,41.5124,-109.471
Green Spring,Kentucky,747,38.3163,-85.6137
Green Springs,Ohio,1306,41.257,-83.0529
Green Valley,Illinois,643,40.4072,-89.6442
Green Valley,Wisconsin,1064,44.7969,-88.2682
Greenacres,Florida,41117,26.6272,-80.1371
Greenback,Tennessee,1219,35.6487,-84.1724
Greenbelt,Maryland,23224,38.9953,-76.8885
Greenbrier,Arkansas,5665,35.2289,-92.3836
Greenbrier,Tennessee,6852,36.4239,-86.7976
Greenbush,Minnesota,698,48.701,-96.1835
Greenbush,Wisconsin,2599,43.7778,-88.0902
Greencastle,Indiana,10270,39.6431,-86.8419
Greencastle,Missouri,246,40.2606,-92.8784
Greendale,Indiana,4341,39.1317,-84.851
Greendale,Missouri,654,38.6938,-90.3125
Greendale,Wisconsin,14143,42.9371,-88.0018
Greene,Iowa,1063,42.8967,-92.8041
Greenevers,North Carolina,647,34.8271,-77.9247
Greeneville,Tennessee,14891,36.168,-82.8197
Greenfield,California,17516,36.3232,-121.245
Greenfield,Illinois,988,39.3443,-90.208
Greenfield,Indiana,23006,39.7936,-85.7737
Greenfield,Iowa,1838,41.3056,-94.4592
Greenfield,Minnesota,3038,45.0997,-93.6884
Greenfield,Missouri,1313,37.4162,-93.8432
Greenfield,Ohio,4556,39.3535,-83.3884
Greenfield,Oklahoma,89,35.7289,-98.3776
Greenfield,Tennessee,2086,36.16,-88.8036
Greenfield,Wisconsin,37221,42.9619,-88.0051
Greenhills,Ohio,3567,39.267,-84.5194
Greenland,Arkansas,1403,35.9965,-94.1903
Greenleaf,Idaho,886,43.6753,-116.821
Greenleaf,Kansas,305,39.7272,-96.9801
Greens Fork,Indiana,387,39.8918,-85.041
Greensboro,Alabama,2268,32.7014,-87.595
Greensboro,Florida,615,30.5705,-84.7324
Greensboro,Georgia,3304,33.5678,-83.1878
Greensboro,Indiana,137,39.8787,-85.4638
Greensboro,Maryland,1877,38.9764,-75.808
Greensboro,North Carolina,296710,36.0956,-79.8269
Greensburg,Indiana,11891,39.3515,-85.5024
Greensburg,Kansas,778,37.6049,-99.2896
Greensburg,Kentucky,2066,37.2599,-85.4966
Greensburg,Louisiana,652,30.83,-90.6698
Greensburg,Pennsylvania,14113,40.3113,-79.5444
Greentop,Missouri,459,40.3508,-92.5657
Greentown,Indiana,2374,40.4766,-85.9623
Greenup,Illinois,1490,39.2484,-88.1597
Greenup,Kentucky,1113,38.5728,-82.8303
